0,0,0,0,0," ",0
1,4558944,969413,0,0,2021-08-06-to-2021-08-12-partial,280
2,3985183,910649,0,0,2021-08-13-to-2021-08-19,280
3,3452975,791107,0,0,2021-08-20-to-2021-08-26,280
4,3035336,651211,0,0,2021-08-27-to-2021-09-02,280
5,3242257,671451,0,0,2021-09-03-to-2021-09-09,280
6,3208453,608965,0,0,2021-09-10-to-2021-09-16,280
7,3087138,545501,0,0,2021-09-17-to-2021-09-23,280
8,1268545,472280,0,0,2021-09-24-to-2021-09-30,280
9,1168732,425686,0,0,2021-10-01-to-2021-10-07,280
10,1061090,395332,0,0,2021-10-08-to-2021-10-14,280
11,1012966,362811,0,0,2021-10-15-to-2021-10-21,280
12,960980,344438,0,0,2021-10-22-to-2021-10-28,280
13,939909,321678,0,0,2021-10-29-to-2021-11-04,280
14,894514,309745,0,0,2021-11-05-to-2021-11-11,280
15,842006,294154,0,0,2021-11-12-to-2021-11-18,280
16,748666,270155,0,0,2021-11-19-to-2021-11-25,280
17,733697,251962,0,0,2021-11-26-to-2021-12-02,280
18,683335,227713,0,0,2021-12-03-to-2021-12-09,280
19,669964,218005,0,0,2021-12-10-to-2021-12-16,280
20,649135,214228,0,0,2021-12-17-to-2021-12-23,280
21,650683,209721,0,0,2021-12-24-to-2021-12-30,280
22,623958,209527,0,0,2021-12-31-to-2022-01-06,280
23,613791,205005,0,0,2022-01-07-to-2022-01-13,280
